mgnet	weight	node_i	node_j	link_type	crossing_communities	source_i	type_i	path_taxs_i	kingdom_i	phylum_i	class_i	order_i	family_i	genus_i	species_gtdb_i	human_gut_i	is_from_gut_i	group_amr_i	biocide_class_amr_i	class_amr_i	cluster_representative_i	cluster_version_i	metal_class_amr_i	resistance_type_i	source_j	type_j	path_taxs_j	kingdom_j	phylum_j	class_j	order_j	family_j	genus_j	species_gtdb_j	human_gut_j	is_from_gut_j	group_amr_j	biocide_class_amr_j	class_amr_j	cluster_representative_j	cluster_version_j	metal_class_amr_j	resistance_type_j
mOTU-Functional	0.6064575818799108	Pseudomonas sp. RIT	pan_8979	mOTU-Functional	FALSE	mOTU	mOTU	2;1224;1236;72274;135621;286;1470593	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	s__Pseudomonas_E sivasensis	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	other	pan_8979_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.6023984868795196	Pseudomonas sp. StFLB	pan_11525	mOTU-Functional	FALSE	mOTU	mOTU	2;1224;1236;72274;135621;286;1028989	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	s__Pseudomonas_E sp000829415	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	other	pan_11525_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.6038351128480928	Pseudomonas sp. StFLB	pan_8382	mOTU-Functional	FALSE	mOTU	mOTU	2;1224;1236;72274;135621;286;1028989	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	s__Pseudomonas_E sp000829415	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	polymyxin	pan_8382_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.7378067667137986	Pseudomonas sp. URHB	pan_10069	mOTU-Functional	FALSE	mOTU	mOTU	2;1224;1236;72274;135621;286;1380376	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	s__Pseudomonas_E sp002980155	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	beta_lactam	pan_10069_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.6707885104085483	Pseudomonas sp. URHB	pan_10075	mOTU-Functional	FALSE	mOTU	mOTU	2;1224;1236;72274;135621;286;1380376	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	s__Pseudomonas_E sp002980155	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	beta_lactam	pan_10075_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.8066361215590292	Pseudomonas sp. URHB	pan_10378	mOTU-Functional	FALSE	mOTU	mOTU	2;1224;1236;72274;135621;286;1380376	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	s__Pseudomonas_E sp002980155	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	folate_pathway_antagonist	pan_10378_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.6621215180909695	Pseudomonas sp. URHB	pan_10677	mOTU-Functional	FALSE	mOTU	mOTU	2;1224;1236;72274;135621;286;1380376	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	s__Pseudomonas_E sp002980155	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	fluoroquinolone/other/tetracycline	pan_10677_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.6177966415607552	Pseudomonas sp. URHB	pan_10808	mOTU-Functional	FALSE	mOTU	mOTU	2;1224;1236;72274;135621;286;1380376	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	s__Pseudomonas_E sp002980155	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	fluoroquinolone/tetracycline	pan_10808_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.79802725241037	Pseudomonas sp. URHB	pan_11093	mOTU-Functional	FALSE	mOTU	mOTU	2;1224;1236;72274;135621;286;1380376	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	s__Pseudomonas_E sp002980155	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	beta_lactam/fluoroquinolone	pan_11093_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.705947453060869	Pseudomonas sp. URHB	pan_11224	mOTU-Functional	FALSE	mOTU	mOTU	2;1224;1236;72274;135621;286;1380376	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	s__Pseudomonas_E sp002980155	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	beta_lactam	pan_11224_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.6100033098953848	Pseudomonas sp. URHB	pan_11229	mOTU-Functional	FALSE	mOTU	mOTU	2;1224;1236;72274;135621;286;1380376	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	s__Pseudomonas_E sp002980155	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	beta_lactam	pan_11229_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.7417714125587301	Pseudomonas sp. URHB	pan_11525	mOTU-Functional	FALSE	mOTU	mOTU	2;1224;1236;72274;135621;286;1380376	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	s__Pseudomonas_E sp002980155	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	other	pan_11525_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.7449446242621423	Pseudomonas sp. URHB	pan_11902	mOTU-Functional	FALSE	mOTU	mOTU	2;1224;1236;72274;135621;286;1380376	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	s__Pseudomonas_E sp002980155	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	polymyxin	pan_11902_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.7138657626606678	Pseudomonas sp. URHB	pan_11905	mOTU-Functional	FALSE	mOTU	mOTU	2;1224;1236;72274;135621;286;1380376	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	s__Pseudomonas_E sp002980155	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	other	pan_11905_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.7329086591179761	Pseudomonas sp. URHB	pan_12369	mOTU-Functional	FALSE	mOTU	mOTU	2;1224;1236;72274;135621;286;1380376	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	s__Pseudomonas_E sp002980155	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	beta_lactam/fluoroquinolone	pan_12369_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.6123746461218295	Pseudomonas sp. URHB	pan_13141	mOTU-Functional	FALSE	mOTU	mOTU	2;1224;1236;72274;135621;286;1380376	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	s__Pseudomonas_E sp002980155	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	beta_lactam/tetracycline	pan_13141_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.6551843361709855	Pseudomonas sp. URHB	pan_13179	mOTU-Functional	FALSE	mOTU	mOTU	2;1224;1236;72274;135621;286;1380376	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	s__Pseudomonas_E sp002980155	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	beta_lactam	pan_13179_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.8031335584855301	Pseudomonas sp. URHB	pan_13190	mOTU-Functional	FALSE	mOTU	mOTU	2;1224;1236;72274;135621;286;1380376	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	s__Pseudomonas_E sp002980155	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	beta_lactam	pan_13190_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.7100731881153778	Pseudomonas sp. URHB	pan_13812	mOTU-Functional	FALSE	mOTU	mOTU	2;1224;1236;72274;135621;286;1380376	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	s__Pseudomonas_E sp002980155	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	NA	NA	NA	NA	NA
mOTU-Functional	0.6374508213498002	Pseudomonas sp. URHB	pan_13923	mOTU-Functional	FALSE	mOTU	mOTU	2;1224;1236;72274;135621;286;1380376	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	s__Pseudomonas_E sp002980155	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	polymyxin	pan_13923_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.6937735557283178	Pseudomonas sp. URHB	pan_7831	mOTU-Functional	FALSE	mOTU	mOTU	2;1224;1236;72274;135621;286;1380376	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	s__Pseudomonas_E sp002980155	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	beta_lactam	pan_7831_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.6391470174862071	Pseudomonas sp. URHB	pan_8031	mOTU-Functional	FALSE	mOTU	mOTU	2;1224;1236;72274;135621;286;1380376	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	s__Pseudomonas_E sp002980155	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	NA	NA	NA	NA	NA
mOTU-Functional	0.61345163050956	Pseudomonas sp. URHB	pan_8130	mOTU-Functional	FALSE	mOTU	mOTU	2;1224;1236;72274;135621;286;1380376	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	s__Pseudomonas_E sp002980155	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	other	pan_8130_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.7912965433263174	Pseudomonas sp. URHB	pan_8196	mOTU-Functional	FALSE	mOTU	mOTU	2;1224;1236;72274;135621;286;1380376	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	s__Pseudomonas_E sp002980155	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	folate_pathway_antagonist	pan_8196_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.7346077101206632	Pseudomonas sp. URHB	pan_8210	mOTU-Functional	FALSE	mOTU	mOTU	2;1224;1236;72274;135621;286;1380376	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	s__Pseudomonas_E sp002980155	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	glycopeptide	pan_8210_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.7355751360327878	Pseudomonas sp. URHB	pan_8382	mOTU-Functional	FALSE	mOTU	mOTU	2;1224;1236;72274;135621;286;1380376	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	s__Pseudomonas_E sp002980155	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	polymyxin	pan_8382_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.7938603007209579	Pseudomonas sp. URHB	pan_8446	mOTU-Functional	FALSE	mOTU	mOTU	2;1224;1236;72274;135621;286;1380376	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	s__Pseudomonas_E sp002980155	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	beta_lactam/fluoroquinolone	pan_8446_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.7313059101505351	Pseudomonas sp. URHB	pan_8451	mOTU-Functional	FALSE	mOTU	mOTU	2;1224;1236;72274;135621;286;1380376	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	s__Pseudomonas_E sp002980155	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	beta_lactam/fluoroquinolone	pan_8451_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.7324713317747619	Pseudomonas sp. URHB	pan_8978	mOTU-Functional	FALSE	mOTU	mOTU	2;1224;1236;72274;135621;286;1380376	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	s__Pseudomonas_E sp002980155	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	other	pan_8978_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.6292142378972635	Pseudomonas sp. URHB	pan_8979	mOTU-Functional	FALSE	mOTU	mOTU	2;1224;1236;72274;135621;286;1380376	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	s__Pseudomonas_E sp002980155	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	other	pan_8979_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.7742094529346187	Pseudomonas sp. [Paraburkholderia insulsa/Pseudomonadales bacterium RIFCSPLOWO___/Pseudomonadales b	pan_10069	mOTU-Functional	FALSE	mOTU	mOTU	2;1224;1236;72274;135621;286;2	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Incongruent [g__Pseudomonas_E]	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	beta_lactam	pan_10069_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.6348238751878545	Pseudomonas sp. [Paraburkholderia insulsa/Pseudomonadales bacterium RIFCSPLOWO___/Pseudomonadales b	pan_10075	mOTU-Functional	FALSE	mOTU	mOTU	2;1224;1236;72274;135621;286;2	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Incongruent [g__Pseudomonas_E]	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	beta_lactam	pan_10075_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.8951796640511055	Pseudomonas sp. [Paraburkholderia insulsa/Pseudomonadales bacterium RIFCSPLOWO___/Pseudomonadales b	pan_10378	mOTU-Functional	FALSE	mOTU	mOTU	2;1224;1236;72274;135621;286;2	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Incongruent [g__Pseudomonas_E]	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	folate_pathway_antagonist	pan_10378_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.6167442615080415	Pseudomonas sp. [Paraburkholderia insulsa/Pseudomonadales bacterium RIFCSPLOWO___/Pseudomonadales b	pan_10677	mOTU-Functional	FALSE	mOTU	mOTU	2;1224;1236;72274;135621;286;2	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Incongruent [g__Pseudomonas_E]	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	fluoroquinolone/other/tetracycline	pan_10677_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.6037230732630735	Pseudomonas sp. [Paraburkholderia insulsa/Pseudomonadales bacterium RIFCSPLOWO___/Pseudomonadales b	pan_10808	mOTU-Functional	FALSE	mOTU	mOTU	2;1224;1236;72274;135621;286;2	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Incongruent [g__Pseudomonas_E]	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	fluoroquinolone/tetracycline	pan_10808_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.85006554820693	Pseudomonas sp. [Paraburkholderia insulsa/Pseudomonadales bacterium RIFCSPLOWO___/Pseudomonadales b	pan_11093	mOTU-Functional	FALSE	mOTU	mOTU	2;1224;1236;72274;135621;286;2	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Incongruent [g__Pseudomonas_E]	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	beta_lactam/fluoroquinolone	pan_11093_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.7139874801628543	Pseudomonas sp. [Paraburkholderia insulsa/Pseudomonadales bacterium RIFCSPLOWO___/Pseudomonadales b	pan_11224	mOTU-Functional	FALSE	mOTU	mOTU	2;1224;1236;72274;135621;286;2	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Incongruent [g__Pseudomonas_E]	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	beta_lactam	pan_11224_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.7148703495480777	Pseudomonas sp. [Paraburkholderia insulsa/Pseudomonadales bacterium RIFCSPLOWO___/Pseudomonadales b	pan_11525	mOTU-Functional	FALSE	mOTU	mOTU	2;1224;1236;72274;135621;286;2	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Incongruent [g__Pseudomonas_E]	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	other	pan_11525_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.6066454066338726	Pseudomonas sp. [Paraburkholderia insulsa/Pseudomonadales bacterium RIFCSPLOWO___/Pseudomonadales b	pan_11602	mOTU-Functional	FALSE	mOTU	mOTU	2;1224;1236;72274;135621;286;2	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Incongruent [g__Pseudomonas_E]	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	fluoroquinolone/other/tetracycline	pan_11602_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.8000512889848491	Pseudomonas sp. [Paraburkholderia insulsa/Pseudomonadales bacterium RIFCSPLOWO___/Pseudomonadales b	pan_11902	mOTU-Functional	FALSE	mOTU	mOTU	2;1224;1236;72274;135621;286;2	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Incongruent [g__Pseudomonas_E]	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	polymyxin	pan_11902_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.7205815135177759	Pseudomonas sp. [Paraburkholderia insulsa/Pseudomonadales bacterium RIFCSPLOWO___/Pseudomonadales b	pan_11905	mOTU-Functional	FALSE	mOTU	mOTU	2;1224;1236;72274;135621;286;2	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Incongruent [g__Pseudomonas_E]	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	other	pan_11905_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.77520148318176	Pseudomonas sp. [Paraburkholderia insulsa/Pseudomonadales bacterium RIFCSPLOWO___/Pseudomonadales b	pan_12369	mOTU-Functional	FALSE	mOTU	mOTU	2;1224;1236;72274;135621;286;2	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Incongruent [g__Pseudomonas_E]	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	beta_lactam/fluoroquinolone	pan_12369_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.6237377852876222	Pseudomonas sp. [Paraburkholderia insulsa/Pseudomonadales bacterium RIFCSPLOWO___/Pseudomonadales b	pan_13179	mOTU-Functional	FALSE	mOTU	mOTU	2;1224;1236;72274;135621;286;2	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Incongruent [g__Pseudomonas_E]	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	beta_lactam	pan_13179_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.8567351520194028	Pseudomonas sp. [Paraburkholderia insulsa/Pseudomonadales bacterium RIFCSPLOWO___/Pseudomonadales b	pan_13190	mOTU-Functional	FALSE	mOTU	mOTU	2;1224;1236;72274;135621;286;2	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Incongruent [g__Pseudomonas_E]	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	beta_lactam	pan_13190_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.671899291959763	Pseudomonas sp. [Paraburkholderia insulsa/Pseudomonadales bacterium RIFCSPLOWO___/Pseudomonadales b	pan_13812	mOTU-Functional	FALSE	mOTU	mOTU	2;1224;1236;72274;135621;286;2	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Incongruent [g__Pseudomonas_E]	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	NA	NA	NA	NA	NA
mOTU-Functional	0.6674587502438764	Pseudomonas sp. [Paraburkholderia insulsa/Pseudomonadales bacterium RIFCSPLOWO___/Pseudomonadales b	pan_7831	mOTU-Functional	FALSE	mOTU	mOTU	2;1224;1236;72274;135621;286;2	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Incongruent [g__Pseudomonas_E]	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	beta_lactam	pan_7831_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.6043357084813497	Pseudomonas sp. [Paraburkholderia insulsa/Pseudomonadales bacterium RIFCSPLOWO___/Pseudomonadales b	pan_8031	mOTU-Functional	FALSE	mOTU	mOTU	2;1224;1236;72274;135621;286;2	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Incongruent [g__Pseudomonas_E]	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	NA	NA	NA	NA	NA
mOTU-Functional	0.6249859821294278	Pseudomonas sp. [Paraburkholderia insulsa/Pseudomonadales bacterium RIFCSPLOWO___/Pseudomonadales b	pan_8116	mOTU-Functional	FALSE	mOTU	mOTU	2;1224;1236;72274;135621;286;2	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Incongruent [g__Pseudomonas_E]	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	other	pan_8116_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.8677779656458274	Pseudomonas sp. [Paraburkholderia insulsa/Pseudomonadales bacterium RIFCSPLOWO___/Pseudomonadales b	pan_8196	mOTU-Functional	FALSE	mOTU	mOTU	2;1224;1236;72274;135621;286;2	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Incongruent [g__Pseudomonas_E]	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	folate_pathway_antagonist	pan_8196_v1.0.1	v1.0.1	NA	antimicrobial
